image,volumn,label
train_set/4653\4653.png,train_set/4653\4653.pt,1
train_set/4654\4654.png,train_set/4654\4654.pt,1
train_set/4655\4655.png,train_set/4655\4655.pt,1
train_set/4656\4656.png,train_set/4656\4656.pt,1
train_set/4657\4657.png,train_set/4657\4657.pt,1
train_set/4658\4658.png,train_set/4658\4658.pt,1
train_set/4659\4659.png,train_set/4659\4659.pt,1
train_set/4660\4660.png,train_set/4660\4660.pt,1
train_set/4661\4661.png,train_set/4661\4661.pt,1
train_set/4662\4662.png,train_set/4662\4662.pt,1
train_set/4663\4663.png,train_set/4663\4663.pt,1
train_set/4664\4664.png,train_set/4664\4664.pt,1
train_set/4665\4665.png,train_set/4665\4665.pt,1
train_set/4666\4666.png,train_set/4666\4666.pt,1
train_set/4667\4667.png,train_set/4667\4667.pt,1
train_set/4668\4668.png,train_set/4668\4668.pt,1
train_set/4669\4669.png,train_set/4669\4669.pt,1
train_set/4670\4670.png,train_set/4670\4670.pt,1
train_set/4671\4671.png,train_set/4671\4671.pt,1
train_set/4672\4672.png,train_set/4672\4672.pt,1
train_set/4673\4673.png,train_set/4673\4673.pt,1
train_set/4674\4674.png,train_set/4674\4674.pt,1
train_set/4675\4675.png,train_set/4675\4675.pt,1
train_set/4676\4676.png,train_set/4676\4676.pt,1
train_set/4677\4677.png,train_set/4677\4677.pt,1
train_set/4678\4678.png,train_set/4678\4678.pt,1
train_set/4679\4679.png,train_set/4679\4679.pt,1
train_set/4680\4680.png,train_set/4680\4680.pt,1
train_set/4681\4681.png,train_set/4681\4681.pt,1
train_set/4682\4682.png,train_set/4682\4682.pt,1
train_set/4683\4683.png,train_set/4683\4683.pt,1
train_set/4684\4684.png,train_set/4684\4684.pt,1
train_set/4685\4685.png,train_set/4685\4685.pt,1
train_set/4686\4686.png,train_set/4686\4686.pt,1
train_set/4687\4687.png,train_set/4687\4687.pt,1
train_set/4688\4688.png,train_set/4688\4688.pt,1
train_set/4689\4689.png,train_set/4689\4689.pt,1
train_set/4690\4690.png,train_set/4690\4690.pt,1
train_set/4691\4691.png,train_set/4691\4691.pt,1
train_set/4692\4692.png,train_set/4692\4692.pt,1
train_set/4693\4693.png,train_set/4693\4693.pt,1
train_set/4694\4694.png,train_set/4694\4694.pt,1
train_set/4695\4695.png,train_set/4695\4695.pt,1
train_set/4696\4696.png,train_set/4696\4696.pt,1
train_set/4697\4697.png,train_set/4697\4697.pt,1
train_set/4698\4698.png,train_set/4698\4698.pt,1
train_set/4699\4699.png,train_set/4699\4699.pt,1
train_set/4700\4700.png,train_set/4700\4700.pt,1
train_set/4701\4701.png,train_set/4701\4701.pt,1
train_set/4702\4702.png,train_set/4702\4702.pt,1
train_set/4703\4703.png,train_set/4703\4703.pt,1
train_set/4704\4704.png,train_set/4704\4704.pt,1
train_set/4705\4705.png,train_set/4705\4705.pt,1
train_set/4706\4706.png,train_set/4706\4706.pt,1
train_set/4707\4707.png,train_set/4707\4707.pt,1
train_set/4708\4708.png,train_set/4708\4708.pt,1
train_set/4709\4709.png,train_set/4709\4709.pt,1
train_set/4710\4710.png,train_set/4710\4710.pt,1
train_set/4711\4711.png,train_set/4711\4711.pt,1
train_set/4712\4712.png,train_set/4712\4712.pt,1
train_set/4713\4713.png,train_set/4713\4713.pt,1
train_set/4714\4714.png,train_set/4714\4714.pt,1
train_set/4715\4715.png,train_set/4715\4715.pt,1
train_set/4716\4716.png,train_set/4716\4716.pt,1
train_set/4717\4717.png,train_set/4717\4717.pt,1
train_set/4718\4718.png,train_set/4718\4718.pt,1
train_set/4719\4719.png,train_set/4719\4719.pt,1
train_set/4720\4720.png,train_set/4720\4720.pt,1
train_set/4721\4721.png,train_set/4721\4721.pt,1
train_set/4722\4722.png,train_set/4722\4722.pt,1
train_set/4723\4723.png,train_set/4723\4723.pt,1
train_set/4724\4724.png,train_set/4724\4724.pt,1
train_set/4725\4725.png,train_set/4725\4725.pt,1
train_set/4726\4726.png,train_set/4726\4726.pt,1
train_set/4727\4727.png,train_set/4727\4727.pt,1
train_set/4728\4728.png,train_set/4728\4728.pt,1
train_set/4729\4729.png,train_set/4729\4729.pt,1
train_set/4730\4730.png,train_set/4730\4730.pt,1
train_set/4731\4731.png,train_set/4731\4731.pt,1
train_set/4732\4732.png,train_set/4732\4732.pt,1
train_set/4733\4733.png,train_set/4733\4733.pt,1
train_set/4734\4734.png,train_set/4734\4734.pt,1
train_set/4735\4735.png,train_set/4735\4735.pt,1
train_set/4736\4736.png,train_set/4736\4736.pt,1
train_set/4737\4737.png,train_set/4737\4737.pt,1
train_set/4738\4738.png,train_set/4738\4738.pt,1
train_set/4739\4739.png,train_set/4739\4739.pt,1
train_set/4740\4740.png,train_set/4740\4740.pt,1
train_set/4741\4741.png,train_set/4741\4741.pt,1
train_set/4742\4742.png,train_set/4742\4742.pt,1
train_set/4743\4743.png,train_set/4743\4743.pt,1
train_set/4744\4744.png,train_set/4744\4744.pt,1
train_set/4745\4745.png,train_set/4745\4745.pt,1
train_set/4746\4746.png,train_set/4746\4746.pt,1
train_set/4747\4747.png,train_set/4747\4747.pt,1
train_set/4748\4748.png,train_set/4748\4748.pt,1
train_set/4749\4749.png,train_set/4749\4749.pt,1
train_set/4750\4750.png,train_set/4750\4750.pt,1
train_set/4751\4751.png,train_set/4751\4751.pt,1
train_set/4752\4752.png,train_set/4752\4752.pt,1
train_set/4753\4753.png,train_set/4753\4753.pt,1
train_set/4754\4754.png,train_set/4754\4754.pt,1
train_set/4755\4755.png,train_set/4755\4755.pt,1
train_set/4756\4756.png,train_set/4756\4756.pt,1
train_set/4757\4757.png,train_set/4757\4757.pt,1
train_set/4758\4758.png,train_set/4758\4758.pt,1
train_set/4759\4759.png,train_set/4759\4759.pt,1
train_set/4760\4760.png,train_set/4760\4760.pt,1
train_set/4761\4761.png,train_set/4761\4761.pt,1
train_set/4762\4762.png,train_set/4762\4762.pt,1
train_set/4763\4763.png,train_set/4763\4763.pt,1
train_set/4764\4764.png,train_set/4764\4764.pt,1
train_set/4765\4765.png,train_set/4765\4765.pt,1
train_set/4766\4766.png,train_set/4766\4766.pt,1
train_set/4767\4767.png,train_set/4767\4767.pt,1
train_set/4768\4768.png,train_set/4768\4768.pt,1
train_set/4769\4769.png,train_set/4769\4769.pt,1
train_set/4770\4770.png,train_set/4770\4770.pt,1
train_set/4771\4771.png,train_set/4771\4771.pt,1
train_set/4772\4772.png,train_set/4772\4772.pt,1
train_set/4773\4773.png,train_set/4773\4773.pt,1
train_set/4774\4774.png,train_set/4774\4774.pt,1
train_set/4775\4775.png,train_set/4775\4775.pt,1
train_set/4776\4776.png,train_set/4776\4776.pt,1
train_set/4777\4777.png,train_set/4777\4777.pt,1
train_set/4778\4778.png,train_set/4778\4778.pt,1
train_set/4779\4779.png,train_set/4779\4779.pt,1
train_set/4780\4780.png,train_set/4780\4780.pt,1
train_set/4781\4781.png,train_set/4781\4781.pt,1
train_set/4782\4782.png,train_set/4782\4782.pt,1
train_set/4783\4783.png,train_set/4783\4783.pt,1
train_set/4784\4784.png,train_set/4784\4784.pt,1
train_set/4785\4785.png,train_set/4785\4785.pt,1
train_set/4786\4786.png,train_set/4786\4786.pt,1
train_set/4787\4787.png,train_set/4787\4787.pt,1
train_set/4788\4788.png,train_set/4788\4788.pt,1
train_set/4789\4789.png,train_set/4789\4789.pt,1
train_set/4790\4790.png,train_set/4790\4790.pt,1
train_set/4791\4791.png,train_set/4791\4791.pt,1
train_set/4792\4792.png,train_set/4792\4792.pt,1
train_set/4793\4793.png,train_set/4793\4793.pt,1
train_set/4794\4794.png,train_set/4794\4794.pt,1
train_set/4795\4795.png,train_set/4795\4795.pt,1
train_set/4796\4796.png,train_set/4796\4796.pt,1
train_set/4797\4797.png,train_set/4797\4797.pt,1
train_set/4798\4798.png,train_set/4798\4798.pt,1
train_set/4799\4799.png,train_set/4799\4799.pt,1
train_set/4800\4800.png,train_set/4800\4800.pt,1
train_set/4801\4801.png,train_set/4801\4801.pt,1
train_set/4802\4802.png,train_set/4802\4802.pt,1
train_set/4803\4803.png,train_set/4803\4803.pt,1
train_set/4804\4804.png,train_set/4804\4804.pt,1
train_set/4805\4805.png,train_set/4805\4805.pt,1
train_set/4806\4806.png,train_set/4806\4806.pt,1
train_set/4807\4807.png,train_set/4807\4807.pt,1
train_set/4808\4808.png,train_set/4808\4808.pt,1
train_set/4809\4809.png,train_set/4809\4809.pt,1
train_set/4810\4810.png,train_set/4810\4810.pt,1
train_set/4811\4811.png,train_set/4811\4811.pt,1
train_set/4812\4812.png,train_set/4812\4812.pt,1
train_set/4813\4813.png,train_set/4813\4813.pt,1
train_set/4814\4814.png,train_set/4814\4814.pt,1
train_set/4815\4815.png,train_set/4815\4815.pt,1
train_set/4816\4816.png,train_set/4816\4816.pt,1
train_set/4817\4817.png,train_set/4817\4817.pt,1
train_set/4818\4818.png,train_set/4818\4818.pt,1
train_set/4819\4819.png,train_set/4819\4819.pt,1
train_set/4820\4820.png,train_set/4820\4820.pt,1
train_set/4821\4821.png,train_set/4821\4821.pt,1
train_set/4822\4822.png,train_set/4822\4822.pt,1
train_set/4823\4823.png,train_set/4823\4823.pt,1
train_set/4824\4824.png,train_set/4824\4824.pt,1
train_set/4825\4825.png,train_set/4825\4825.pt,1
train_set/4826\4826.png,train_set/4826\4826.pt,1
train_set/4827\4827.png,train_set/4827\4827.pt,1
train_set/4828\4828.png,train_set/4828\4828.pt,1
train_set/4829\4829.png,train_set/4829\4829.pt,1
train_set/4830\4830.png,train_set/4830\4830.pt,1
train_set/4831\4831.png,train_set/4831\4831.pt,1
train_set/4832\4832.png,train_set/4832\4832.pt,1
train_set/4833\4833.png,train_set/4833\4833.pt,1
train_set/4834\4834.png,train_set/4834\4834.pt,1
train_set/4835\4835.png,train_set/4835\4835.pt,1
train_set/4836\4836.png,train_set/4836\4836.pt,1
train_set/4837\4837.png,train_set/4837\4837.pt,1
train_set/4838\4838.png,train_set/4838\4838.pt,1
train_set/4839\4839.png,train_set/4839\4839.pt,1
train_set/4840\4840.png,train_set/4840\4840.pt,1
train_set/4841\4841.png,train_set/4841\4841.pt,1
train_set/4842\4842.png,train_set/4842\4842.pt,1
train_set/4843\4843.png,train_set/4843\4843.pt,1
train_set/4844\4844.png,train_set/4844\4844.pt,1
train_set/4845\4845.png,train_set/4845\4845.pt,1
train_set/4846\4846.png,train_set/4846\4846.pt,1
train_set/4847\4847.png,train_set/4847\4847.pt,1
train_set/4848\4848.png,train_set/4848\4848.pt,1
train_set/4849\4849.png,train_set/4849\4849.pt,1
train_set/4850\4850.png,train_set/4850\4850.pt,1
train_set/4851\4851.png,train_set/4851\4851.pt,1
train_set/4852\4852.png,train_set/4852\4852.pt,1
train_set/4853\4853.png,train_set/4853\4853.pt,1
train_set/4854\4854.png,train_set/4854\4854.pt,1
train_set/4855\4855.png,train_set/4855\4855.pt,1
train_set/4856\4856.png,train_set/4856\4856.pt,1
train_set/4857\4857.png,train_set/4857\4857.pt,1
train_set/4858\4858.png,train_set/4858\4858.pt,1
train_set/4859\4859.png,train_set/4859\4859.pt,1
train_set/4860\4860.png,train_set/4860\4860.pt,1
train_set/4861\4861.png,train_set/4861\4861.pt,1
train_set/4862\4862.png,train_set/4862\4862.pt,1
train_set/4863\4863.png,train_set/4863\4863.pt,1
train_set/4864\4864.png,train_set/4864\4864.pt,1
train_set/4865\4865.png,train_set/4865\4865.pt,1
train_set/4866\4866.png,train_set/4866\4866.pt,1
train_set/4867\4867.png,train_set/4867\4867.pt,1
train_set/4868\4868.png,train_set/4868\4868.pt,1
train_set/4869\4869.png,train_set/4869\4869.pt,1
train_set/4870\4870.png,train_set/4870\4870.pt,1
train_set/4871\4871.png,train_set/4871\4871.pt,1
train_set/4872\4872.png,train_set/4872\4872.pt,1
train_set/4873\4873.png,train_set/4873\4873.pt,1
train_set/4874\4874.png,train_set/4874\4874.pt,1
train_set/4875\4875.png,train_set/4875\4875.pt,1
train_set/4876\4876.png,train_set/4876\4876.pt,1
train_set/4877\4877.png,train_set/4877\4877.pt,1
train_set/4878\4878.png,train_set/4878\4878.pt,1
train_set/4879\4879.png,train_set/4879\4879.pt,1
train_set/4880\4880.png,train_set/4880\4880.pt,1
train_set/4881\4881.png,train_set/4881\4881.pt,1
train_set/4882\4882.png,train_set/4882\4882.pt,1
train_set/4883\4883.png,train_set/4883\4883.pt,1
train_set/4884\4884.png,train_set/4884\4884.pt,1
train_set/4885\4885.png,train_set/4885\4885.pt,1
train_set/4886\4886.png,train_set/4886\4886.pt,1
train_set/4887\4887.png,train_set/4887\4887.pt,1
train_set/4888\4888.png,train_set/4888\4888.pt,1
train_set/4889\4889.png,train_set/4889\4889.pt,1
train_set/4890\4890.png,train_set/4890\4890.pt,1
train_set/4891\4891.png,train_set/4891\4891.pt,1
train_set/4892\4892.png,train_set/4892\4892.pt,1
train_set/4893\4893.png,train_set/4893\4893.pt,1
train_set/4894\4894.png,train_set/4894\4894.pt,1
train_set/4895\4895.png,train_set/4895\4895.pt,1
train_set/4896\4896.png,train_set/4896\4896.pt,1
train_set/4897\4897.png,train_set/4897\4897.pt,1
train_set/4898\4898.png,train_set/4898\4898.pt,1
train_set/4899\4899.png,train_set/4899\4899.pt,1
train_set/4900\4900.png,train_set/4900\4900.pt,1
train_set/4901\4901.png,train_set/4901\4901.pt,1
train_set/4902\4902.png,train_set/4902\4902.pt,1
train_set/4903\4903.png,train_set/4903\4903.pt,1
train_set/4904\4904.png,train_set/4904\4904.pt,1
train_set/4905\4905.png,train_set/4905\4905.pt,1
train_set/4906\4906.png,train_set/4906\4906.pt,1
train_set/4907\4907.png,train_set/4907\4907.pt,1
train_set/4908\4908.png,train_set/4908\4908.pt,1
train_set/4909\4909.png,train_set/4909\4909.pt,1
train_set/4910\4910.png,train_set/4910\4910.pt,1
train_set/4911\4911.png,train_set/4911\4911.pt,1
train_set/4912\4912.png,train_set/4912\4912.pt,1
train_set/4913\4913.png,train_set/4913\4913.pt,1
train_set/4914\4914.png,train_set/4914\4914.pt,1
train_set/4915\4915.png,train_set/4915\4915.pt,1
train_set/4916\4916.png,train_set/4916\4916.pt,1
train_set/4917\4917.png,train_set/4917\4917.pt,1
train_set/4918\4918.png,train_set/4918\4918.pt,1
train_set/4919\4919.png,train_set/4919\4919.pt,1
train_set/4920\4920.png,train_set/4920\4920.pt,1
train_set/4921\4921.png,train_set/4921\4921.pt,1
train_set/4922\4922.png,train_set/4922\4922.pt,1
train_set/4923\4923.png,train_set/4923\4923.pt,1
train_set/4924\4924.png,train_set/4924\4924.pt,1
train_set/4925\4925.png,train_set/4925\4925.pt,1
train_set/4926\4926.png,train_set/4926\4926.pt,1
train_set/4927\4927.png,train_set/4927\4927.pt,1
train_set/4928\4928.png,train_set/4928\4928.pt,1
train_set/4929\4929.png,train_set/4929\4929.pt,1
train_set/4930\4930.png,train_set/4930\4930.pt,1
train_set/4931\4931.png,train_set/4931\4931.pt,1
train_set/4932\4932.png,train_set/4932\4932.pt,1
train_set/4933\4933.png,train_set/4933\4933.pt,1
train_set/4934\4934.png,train_set/4934\4934.pt,1
train_set/4935\4935.png,train_set/4935\4935.pt,1
train_set/4936\4936.png,train_set/4936\4936.pt,1
train_set/4937\4937.png,train_set/4937\4937.pt,1
train_set/4938\4938.png,train_set/4938\4938.pt,1
train_set/4939\4939.png,train_set/4939\4939.pt,1
train_set/4940\4940.png,train_set/4940\4940.pt,1
train_set/4941\4941.png,train_set/4941\4941.pt,1
train_set/4942\4942.png,train_set/4942\4942.pt,1
train_set/4943\4943.png,train_set/4943\4943.pt,1
train_set/4944\4944.png,train_set/4944\4944.pt,1
train_set/4945\4945.png,train_set/4945\4945.pt,1
train_set/4946\4946.png,train_set/4946\4946.pt,1
train_set/4947\4947.png,train_set/4947\4947.pt,1
train_set/4948\4948.png,train_set/4948\4948.pt,1
train_set/4949\4949.png,train_set/4949\4949.pt,1
train_set/4950\4950.png,train_set/4950\4950.pt,1
train_set/4951\4951.png,train_set/4951\4951.pt,1
train_set/4952\4952.png,train_set/4952\4952.pt,1
train_set/4953\4953.png,train_set/4953\4953.pt,1
train_set/4954\4954.png,train_set/4954\4954.pt,1
train_set/4955\4955.png,train_set/4955\4955.pt,1
train_set/4956\4956.png,train_set/4956\4956.pt,1
train_set/4957\4957.png,train_set/4957\4957.pt,1
train_set/4958\4958.png,train_set/4958\4958.pt,1
train_set/4959\4959.png,train_set/4959\4959.pt,1
train_set/4960\4960.png,train_set/4960\4960.pt,1
train_set/4961\4961.png,train_set/4961\4961.pt,1
train_set/4962\4962.png,train_set/4962\4962.pt,1
train_set/4963\4963.png,train_set/4963\4963.pt,1
train_set/4964\4964.png,train_set/4964\4964.pt,1
train_set/4965\4965.png,train_set/4965\4965.pt,1
train_set/4966\4966.png,train_set/4966\4966.pt,1
train_set/4967\4967.png,train_set/4967\4967.pt,1
train_set/4968\4968.png,train_set/4968\4968.pt,1
train_set/4969\4969.png,train_set/4969\4969.pt,1
train_set/4970\4970.png,train_set/4970\4970.pt,1
train_set/4971\4971.png,train_set/4971\4971.pt,1
train_set/4972\4972.png,train_set/4972\4972.pt,1
train_set/4973\4973.png,train_set/4973\4973.pt,1
train_set/4974\4974.png,train_set/4974\4974.pt,1
train_set/4975\4975.png,train_set/4975\4975.pt,1
train_set/4976\4976.png,train_set/4976\4976.pt,1
train_set/4977\4977.png,train_set/4977\4977.pt,1
train_set/4978\4978.png,train_set/4978\4978.pt,1
train_set/4979\4979.png,train_set/4979\4979.pt,1
train_set/4980\4980.png,train_set/4980\4980.pt,1
train_set/4981\4981.png,train_set/4981\4981.pt,1
train_set/4982\4982.png,train_set/4982\4982.pt,1
train_set/4983\4983.png,train_set/4983\4983.pt,1
train_set/4984\4984.png,train_set/4984\4984.pt,1
train_set/4985\4985.png,train_set/4985\4985.pt,1
train_set/4986\4986.png,train_set/4986\4986.pt,1
train_set/4987\4987.png,train_set/4987\4987.pt,1
train_set/4988\4988.png,train_set/4988\4988.pt,1
train_set/4989\4989.png,train_set/4989\4989.pt,1
train_set/4990\4990.png,train_set/4990\4990.pt,1
train_set/4991\4991.png,train_set/4991\4991.pt,1
train_set/4992\4992.png,train_set/4992\4992.pt,1
train_set/4993\4993.png,train_set/4993\4993.pt,1
train_set/4994\4994.png,train_set/4994\4994.pt,1
train_set/4995\4995.png,train_set/4995\4995.pt,1
train_set/4996\4996.png,train_set/4996\4996.pt,1
train_set/4997\4997.png,train_set/4997\4997.pt,1
train_set/4998\4998.png,train_set/4998\4998.pt,1
train_set/4999\4999.png,train_set/4999\4999.pt,1
train_set/5000\5000.png,train_set/5000\5000.pt,1
train_set/5001\5001.png,train_set/5001\5001.pt,1
train_set/5002\5002.png,train_set/5002\5002.pt,1
train_set/5003\5003.png,train_set/5003\5003.pt,1
train_set/5004\5004.png,train_set/5004\5004.pt,1
train_set/5005\5005.png,train_set/5005\5005.pt,1
train_set/5006\5006.png,train_set/5006\5006.pt,1
train_set/5007\5007.png,train_set/5007\5007.pt,1
train_set/5008\5008.png,train_set/5008\5008.pt,1
train_set/5009\5009.png,train_set/5009\5009.pt,1
train_set/5010\5010.png,train_set/5010\5010.pt,1
train_set/5011\5011.png,train_set/5011\5011.pt,1
train_set/5012\5012.png,train_set/5012\5012.pt,1
train_set/5013\5013.png,train_set/5013\5013.pt,1
train_set/5014\5014.png,train_set/5014\5014.pt,1
train_set/5015\5015.png,train_set/5015\5015.pt,1
train_set/5016\5016.png,train_set/5016\5016.pt,1
train_set/5017\5017.png,train_set/5017\5017.pt,1
train_set/5018\5018.png,train_set/5018\5018.pt,1
train_set/5019\5019.png,train_set/5019\5019.pt,1
train_set/5020\5020.png,train_set/5020\5020.pt,1
train_set/5021\5021.png,train_set/5021\5021.pt,1
train_set/5022\5022.png,train_set/5022\5022.pt,1
train_set/5023\5023.png,train_set/5023\5023.pt,1
train_set/5024\5024.png,train_set/5024\5024.pt,1
train_set/5025\5025.png,train_set/5025\5025.pt,1
train_set/5026\5026.png,train_set/5026\5026.pt,1
train_set/5027\5027.png,train_set/5027\5027.pt,1
train_set/5028\5028.png,train_set/5028\5028.pt,1
train_set/5029\5029.png,train_set/5029\5029.pt,1
train_set/5030\5030.png,train_set/5030\5030.pt,1
train_set/5031\5031.png,train_set/5031\5031.pt,1
train_set/5032\5032.png,train_set/5032\5032.pt,1
train_set/5033\5033.png,train_set/5033\5033.pt,1
train_set/5034\5034.png,train_set/5034\5034.pt,1
train_set/5035\5035.png,train_set/5035\5035.pt,1
train_set/5036\5036.png,train_set/5036\5036.pt,1
train_set/5037\5037.png,train_set/5037\5037.pt,1
train_set/5038\5038.png,train_set/5038\5038.pt,1
train_set/5039\5039.png,train_set/5039\5039.pt,1
train_set/5040\5040.png,train_set/5040\5040.pt,1
train_set/5041\5041.png,train_set/5041\5041.pt,1
train_set/5042\5042.png,train_set/5042\5042.pt,1
train_set/5043\5043.png,train_set/5043\5043.pt,1
train_set/5044\5044.png,train_set/5044\5044.pt,1
train_set/5045\5045.png,train_set/5045\5045.pt,1
train_set/5046\5046.png,train_set/5046\5046.pt,1
train_set/5047\5047.png,train_set/5047\5047.pt,1
train_set/5048\5048.png,train_set/5048\5048.pt,1
train_set/5049\5049.png,train_set/5049\5049.pt,1
train_set/5050\5050.png,train_set/5050\5050.pt,1
train_set/5051\5051.png,train_set/5051\5051.pt,1
train_set/5052\5052.png,train_set/5052\5052.pt,1
train_set/5053\5053.png,train_set/5053\5053.pt,1
train_set/5054\5054.png,train_set/5054\5054.pt,1
train_set/5055\5055.png,train_set/5055\5055.pt,1
train_set/5056\5056.png,train_set/5056\5056.pt,1
train_set/5057\5057.png,train_set/5057\5057.pt,1
train_set/5058\5058.png,train_set/5058\5058.pt,1
train_set/5059\5059.png,train_set/5059\5059.pt,1
train_set/5060\5060.png,train_set/5060\5060.pt,1
train_set/5061\5061.png,train_set/5061\5061.pt,1
train_set/5062\5062.png,train_set/5062\5062.pt,1
train_set/5063\5063.png,train_set/5063\5063.pt,1
train_set/5064\5064.png,train_set/5064\5064.pt,1
train_set/5065\5065.png,train_set/5065\5065.pt,1
train_set/5066\5066.png,train_set/5066\5066.pt,1
train_set/5067\5067.png,train_set/5067\5067.pt,1
train_set/5068\5068.png,train_set/5068\5068.pt,1
train_set/5069\5069.png,train_set/5069\5069.pt,1
train_set/5070\5070.png,train_set/5070\5070.pt,1
train_set/5071\5071.png,train_set/5071\5071.pt,1
train_set/5072\5072.png,train_set/5072\5072.pt,1
train_set/5073\5073.png,train_set/5073\5073.pt,1
train_set/5074\5074.png,train_set/5074\5074.pt,1
train_set/5075\5075.png,train_set/5075\5075.pt,1
train_set/5076\5076.png,train_set/5076\5076.pt,1
train_set/5077\5077.png,train_set/5077\5077.pt,1
train_set/5078\5078.png,train_set/5078\5078.pt,1
train_set/5079\5079.png,train_set/5079\5079.pt,1
train_set/5080\5080.png,train_set/5080\5080.pt,1
train_set/5081\5081.png,train_set/5081\5081.pt,1
train_set/5082\5082.png,train_set/5082\5082.pt,1
train_set/5083\5083.png,train_set/5083\5083.pt,1
train_set/5084\5084.png,train_set/5084\5084.pt,1
train_set/5085\5085.png,train_set/5085\5085.pt,1
train_set/5086\5086.png,train_set/5086\5086.pt,1
train_set/5087\5087.png,train_set/5087\5087.pt,1
train_set/5088\5088.png,train_set/5088\5088.pt,1
train_set/5089\5089.png,train_set/5089\5089.pt,1
train_set/5090\5090.png,train_set/5090\5090.pt,1
train_set/5091\5091.png,train_set/5091\5091.pt,1
train_set/5092\5092.png,train_set/5092\5092.pt,1
train_set/5093\5093.png,train_set/5093\5093.pt,1
train_set/5094\5094.png,train_set/5094\5094.pt,1
train_set/5095\5095.png,train_set/5095\5095.pt,1
train_set/5096\5096.png,train_set/5096\5096.pt,1
train_set/5097\5097.png,train_set/5097\5097.pt,1
train_set/5098\5098.png,train_set/5098\5098.pt,1
train_set/5099\5099.png,train_set/5099\5099.pt,1
train_set/5100\5100.png,train_set/5100\5100.pt,1
train_set/5101\5101.png,train_set/5101\5101.pt,1
train_set/5102\5102.png,train_set/5102\5102.pt,1
train_set/5103\5103.png,train_set/5103\5103.pt,1
train_set/5104\5104.png,train_set/5104\5104.pt,1
train_set/5105\5105.png,train_set/5105\5105.pt,1
train_set/5106\5106.png,train_set/5106\5106.pt,1
train_set/5107\5107.png,train_set/5107\5107.pt,1
train_set/5108\5108.png,train_set/5108\5108.pt,1
train_set/5109\5109.png,train_set/5109\5109.pt,1
train_set/5110\5110.png,train_set/5110\5110.pt,1
train_set/5111\5111.png,train_set/5111\5111.pt,1
train_set/5112\5112.png,train_set/5112\5112.pt,1
train_set/5113\5113.png,train_set/5113\5113.pt,1
train_set/5114\5114.png,train_set/5114\5114.pt,1
train_set/5115\5115.png,train_set/5115\5115.pt,1
train_set/5116\5116.png,train_set/5116\5116.pt,1
train_set/5117\5117.png,train_set/5117\5117.pt,1
train_set/5118\5118.png,train_set/5118\5118.pt,1
train_set/5119\5119.png,train_set/5119\5119.pt,1
train_set/5120\5120.png,train_set/5120\5120.pt,1
train_set/5121\5121.png,train_set/5121\5121.pt,1
train_set/5122\5122.png,train_set/5122\5122.pt,1
train_set/5123\5123.png,train_set/5123\5123.pt,1
train_set/5124\5124.png,train_set/5124\5124.pt,1
train_set/5125\5125.png,train_set/5125\5125.pt,1
train_set/5126\5126.png,train_set/5126\5126.pt,1
train_set/5127\5127.png,train_set/5127\5127.pt,1
train_set/5128\5128.png,train_set/5128\5128.pt,1
train_set/5129\5129.png,train_set/5129\5129.pt,1
train_set/5130\5130.png,train_set/5130\5130.pt,1
train_set/5131\5131.png,train_set/5131\5131.pt,1
train_set/5132\5132.png,train_set/5132\5132.pt,1
train_set/5133\5133.png,train_set/5133\5133.pt,1
train_set/5134\5134.png,train_set/5134\5134.pt,1
train_set/5135\5135.png,train_set/5135\5135.pt,1
train_set/5136\5136.png,train_set/5136\5136.pt,1
train_set/5137\5137.png,train_set/5137\5137.pt,1
train_set/5138\5138.png,train_set/5138\5138.pt,1
train_set/5139\5139.png,train_set/5139\5139.pt,1
train_set/5140\5140.png,train_set/5140\5140.pt,1
train_set/5141\5141.png,train_set/5141\5141.pt,1
train_set/5142\5142.png,train_set/5142\5142.pt,1
train_set/5143\5143.png,train_set/5143\5143.pt,1
train_set/5144\5144.png,train_set/5144\5144.pt,1
train_set/5145\5145.png,train_set/5145\5145.pt,1
train_set/5146\5146.png,train_set/5146\5146.pt,1
train_set/5147\5147.png,train_set/5147\5147.pt,1
train_set/5148\5148.png,train_set/5148\5148.pt,1
train_set/5149\5149.png,train_set/5149\5149.pt,1
train_set/5150\5150.png,train_set/5150\5150.pt,1
train_set/5151\5151.png,train_set/5151\5151.pt,1
train_set/5152\5152.png,train_set/5152\5152.pt,1
train_set/5153\5153.png,train_set/5153\5153.pt,1
train_set/5154\5154.png,train_set/5154\5154.pt,1
train_set/5155\5155.png,train_set/5155\5155.pt,1
train_set/5156\5156.png,train_set/5156\5156.pt,1
train_set/5157\5157.png,train_set/5157\5157.pt,1
train_set/5158\5158.png,train_set/5158\5158.pt,1
train_set/5159\5159.png,train_set/5159\5159.pt,1
train_set/5160\5160.png,train_set/5160\5160.pt,1
train_set/5161\5161.png,train_set/5161\5161.pt,1
train_set/5162\5162.png,train_set/5162\5162.pt,1
train_set/5163\5163.png,train_set/5163\5163.pt,1
train_set/5164\5164.png,train_set/5164\5164.pt,1
train_set/5165\5165.png,train_set/5165\5165.pt,1
train_set/5166\5166.png,train_set/5166\5166.pt,1
train_set/5167\5167.png,train_set/5167\5167.pt,1
train_set/5168\5168.png,train_set/5168\5168.pt,1
train_set/5169\5169.png,train_set/5169\5169.pt,1
train_set/5170\5170.png,train_set/5170\5170.pt,1
